,Data,T1,T2,T3,T4,F1,F2,Empty1,Empty2
15,26/09/2022 20:40:19524200,36.356,28.182,29.8656,19.6176,242.193355,444,65535,65535
16,26/09/2022 20:40:20522600,36.2828,28.3528,30.0608,19.642,242.193355,444,65535,65535
17,26/09/2022 20:40:21521000,36.4048,28.5236,30.1584,19.6176,244.970515,445,65535,65535
18,26/09/2022 20:40:22535000,36.2828,28.4748,30.3536,19.642,243.119075,440,65535,65535
19,26/09/2022 20:40:23517800,36.2828,28.6456,30.4512,19.6664,242.193355,441,65535,65535
20,26/09/2022 20:40:24531800,36.2828,28.7188,30.4756,19.5688,241.267635,441,65535,65535
21,26/09/2022 20:40:25530200,36.2828,28.8408,30.622,19.642,238.490475,443,65535,65535
22,26/09/2022 20:40:26528600,36.2828,28.8896,30.7196,19.6908,240.341915,443,65535,65535
23,26/09/2022 20:40:27527000,36.3804,29.0848,30.7684,19.6908,241.267635,443,65535,65535
24,26/09/2022 20:40:28525400,36.356,29.4752,30.8172,19.6176,241.267635,440,65535,65535
25,26/09/2022 20:40:29523800,36.3072,29.3532,30.9636,19.6664,241.267635,441,65535,65535
26,26/09/2022 20:40:30522200,36.3804,29.2068,30.988,19.6176,241.267635,443,65535,65535
27,26/09/2022 20:40:31520600,36.356,29.4996,31.0368,19.6664,243.119075,441,65535,65535
28,26/09/2022 20:40:32519000,36.4292,29.3532,31.0612,19.6664,245.896235,440,65535,65535
29,26/09/2022 20:40:33517400,36.4048,29.5484,31.11,19.5688,243.119075,439,65535,65535
30,26/09/2022 20:40:34515800,36.356,29.6704,31.1588,19.6176,242.193355,440,65535,65535
31,26/09/2022 20:40:35529800,36.3804,29.6704,31.11,19.6908,243.119075,441,65535,65535
32,26/09/2022 20:40:36528200,36.3804,29.2556,31.1588,19.6664,243.119075,440,65535,65535
33,26/09/2022 20:40:37526600,36.4048,29.1336,31.3052,19.6176,242.193355,444,65535,65535
34,26/09/2022 20:40:38525000,36.4292,29.2556,31.2808,19.6664,241.267635,443,65535,65535
35,26/09/2022 20:40:39523400,36.5268,29.0604,31.2808,19.6664,242.193355,440,65535,65535
36,26/09/2022 20:40:40521800,36.7952,29.1336,31.2808,19.6664,243.119075,440,65535,65535
37,26/09/2022 20:40:41520200,36.966,29.2068,31.4028,19.6664,245.896235,441,65535,65535
38,26/09/2022 20:40:42518600,37.1124,29.2312,31.4028,19.6908,243.119075,437,65535,65535
39,26/09/2022 20:40:43517000,37.3564,29.4752,31.4272,19.6664,243.119075,439,65535,65535
40,26/09/2022 20:40:44531000,37.454,29.6948,31.5248,19.6176,241.267635,440,65535,65535
41,26/09/2022 20:40:45513800,37.576,29.5728,31.6224,19.6176,243.119075,441,65535,65535
42,26/09/2022 20:40:46527800,37.5516,29.6704,31.6224,19.642,242.193355,441,65535,65535
43,26/09/2022 20:40:47526200,37.576,29.7192,31.6712,19.6176,243.119075,443,65535,65535
44,26/09/2022 20:40:48524600,37.576,29.7192,31.9152,19.6176,244.970515,444,65535,65535
45,26/09/2022 20:40:49523000,37.5028,29.6216,31.8908,19.6176,245.896235,444,65535,65535
46,26/09/2022 20:40:50521400,37.5028,29.7192,31.9396,19.6176,244.970515,444,65535,65535
47,26/09/2022 20:40:51519800,37.3808,29.7192,31.9884,19.6664,243.119075,445,65535,65535
48,26/09/2022 20:40:52518200,37.2588,29.8168,32.0372,19.6664,242.193355,446,65535,65535
49,26/09/2022 20:40:53532200,37.2344,29.9388,32.0616,19.642,242.193355,444,65535,65535
50,26/09/2022 20:40:54530600,37.21,30.0364,32.0616,19.642,241.267635,444,65535,65535
51,26/09/2022 20:40:55529000,36.9904,29.9388,32.1836,19.6664,242.193355,444,65535,65535
52,26/09/2022 20:40:56527400,37.088,29.8412,32.0616,19.6664,242.193355,444,65535,65535
53,26/09/2022 20:40:57525800,36.966,29.6948,32.0372,19.6908,242.193355,440,65535,65535
54,26/09/2022 20:40:58524200,36.9172,29.8168,32.0372,19.642,242.193355,440,65535,65535
55,26/09/2022 20:40:59522600,36.8928,29.8168,32.0616,19.5688,243.119075,441,65535,65535
56,26/09/2022 20:41:00505400,36.8928,29.8168,32.0616,19.6176,243.119075,444,65535,65535
57,26/09/2022 20:41:01519400,36.7952,29.7192,32.0616,19.4956,244.970515,444,65535,65535
58,26/09/2022 20:41:02517800,36.7708,29.7192,32.0616,19.6176,243.119075,444,65535,65535
59,26/09/2022 20:41:03531800,36.6732,29.7192,32.0616,19.5688,244.970515,445,65535,65535
60,26/09/2022 20:41:04514600,36.5024,29.7192,32.0616,19.6908,242.193355,443,65535,65535
61,26/09/2022 20:41:05528600,36.5512,29.7192,32.0616,19.6176,242.193355,446,65535,65535
62,26/09/2022 20:41:14966600,37.5516,29.4996,31.9396,19.6176,224.604675,443,65535,65535
63,26/09/2022 20:41:15980600,37.576,29.5728,31.9396,19.6908,223.678955,441,65535,65535
64,26/09/2022 20:41:16979000,37.8444,29.7436,31.9396,19.642,223.678955,440,65535,65535
65,26/09/2022 20:41:17977400,37.9176,29.7192,31.9396,19.5688,224.604675,439,65535,65535
66,26/09/2022 20:41:18991400,37.8444,29.8168,31.9884,19.6176,226.456115,443,65535,65535
67,26/09/2022 20:41:19989800,38.0152,29.89,32.0616,19.5688,227.381835,440,65535,65535
68,26/09/2022 20:41:20988200,38.0884,29.9144,32.0616,19.6176,226.456115,440,65535,65535
69,26/09/2022 20:41:21986600,38.186,30.0364,32.0128,19.5688,223.678955,439,65535,65535
70,26/09/2022 20:41:22985000,38.186,30.134,32.0616,19.6664,223.678955,441,65535,65535
71,26/09/2022 20:41:23983400,38.2592,30.0364,32.2324,19.5688,224.604675,443,65535,65535
72,26/09/2022 20:41:24981800,38.3812,30.134,32.2568,19.6176,224.604675,443,65535,65535
73,26/09/2022 20:41:25980200,38.2836,30.134,32.2568,19.5444,223.678955,440,65535,65535
74,26/09/2022 20:41:26994200,38.3812,30.012,32.3544,19.5444,222.753235,437,65535,65535
75,26/09/2022 20:41:27992600,38.2836,30.134,32.33,19.5444,223.678955,440,65535,65535
76,26/09/2022 20:41:28991000,38.186,30.2072,32.4032,19.5688,219.976075,444,65535,65535
77,26/09/2022 20:41:29973800,38.0884,30.0364,32.5008,19.6664,224.604675,444,65535,65535
78,26/09/2022 20:41:30972200,37.9176,29.9632,32.5252,19.5688,226.456115,444,65535,65535
79,26/09/2022 20:41:31986200,37.8932,29.9632,32.5252,19.6176,223.678955,443,65535,65535
80,26/09/2022 20:41:32984600,37.8444,29.89,32.5252,19.6176,224.604675,444,65535,65535
81,26/09/2022 20:41:33998600,37.7468,29.8412,32.4764,19.5688,224.604675,444,65535,65535
82,26/09/2022 20:41:34997000,37.6736,30.134,32.5252,19.5688,223.678955,444,65535,65535
83,26/09/2022 20:41:35979800,37.6736,30.2072,32.4032,19.5444,223.678955,444,65535,65535
84,26/09/2022 20:41:36978200,37.6736,30.0852,32.4032,19.5688,223.678955,445,65535,65535
85,26/09/2022 20:41:37976600,37.6736,30.2072,32.452,19.6176,223.678955,446,65535,65535
86,26/09/2022 20:41:38990600,37.7224,30.0852,32.4032,19.642,221.827515,445,65535,65535
87,26/09/2022 20:41:39989000,37.7956,29.9632,32.33,19.4956,222.753235,441,65535,65535
88,26/09/2022 20:41:40971800,37.8444,30.012,32.33,19.6908,222.753235,440,65535,65535
89,26/09/2022 20:41:41985800,37.9176,30.134,32.33,19.6664,222.753235,439,65535,65535
90,26/09/2022 20:41:42984200,38.0152,30.256,32.33,19.6664,221.827515,440,65535,65535
91,26/09/2022 20:41:43982600,38.0152,30.3292,32.2568,19.5688,222.753235,440,65535,65535
92,26/09/2022 20:41:44981000,38.0396,30.1584,32.33,19.5688,222.753235,441,65535,65535
93,26/09/2022 20:41:45979400,38.186,30.1828,32.3544,19.5688,222.753235,443,65535,65535
94,26/09/2022 20:41:46977800,38.1616,30.3292,32.3544,19.642,223.678955,444,65535,65535
95,26/09/2022 20:41:54107000,38.43,30.622,32.2812,19.52,144.992755,440,65535,65535
96,26/09/2022 20:41:55121000,38.4056,29.9632,32.1836,19.52,144.992755,441,65535,65535
97,26/09/2022 20:41:56119400,38.43,29.9632,31.9884,19.5444,143.141315,439,65535,65535
98,26/09/2022 20:41:57133400,38.3812,30.134,31.9396,19.5688,140.364155,443,65535,65535
99,26/09/2022 20:41:58116200,38.5276,30.012,31.7932,19.5688,138.512715,445,65535,65535
100,26/09/2022 20:41:59130200,38.43,29.9632,31.6712,19.5444,140.364155,444,65535,65535
101,26/09/2022 20:42:00128600,38.4056,29.4996,31.6712,19.4956,139.438435,444,65535,65535
102,26/09/2022 20:42:01111400,38.4056,29.3532,31.5492,19.5688,141.289875,443,65535,65535
103,26/09/2022 20:42:02125400,38.4544,29.3532,31.354,19.5688,144.067035,440,65535,65535
104,26/09/2022 20:42:03123800,38.43,29.4752,31.4272,19.52,141.289875,443,65535,65535
105,26/09/2022 20:42:04122200,38.3812,29.5728,31.4028,19.5444,144.067035,444,65535,65535
106,26/09/2022 20:42:05136200,38.43,29.2556,31.3052,19.5444,143.141315,440,65535,65535
107,26/09/2022 20:42:06119000,38.4056,29.2556,31.2808,19.5444,141.289875,439,65535,65535
108,26/09/2022 20:42:07133000,38.43,29.4996,31.1832,19.5444,140.364155,439,65535,65535
109,26/09/2022 20:42:08131400,38.3812,29.3532,31.0856,19.5688,141.289875,441,65535,65535
110,26/09/2022 20:42:09129800,38.3812,29.2556,31.11,19.5688,139.438435,440,65535,65535
111,26/09/2022 20:42:10128200,38.3812,29.2556,31.0612,19.5688,139.438435,440,65535,65535
112,26/09/2022 20:42:11126600,38.3324,29.0848,31.0612,19.6664,139.438435,437,65535,65535
113,26/09/2022 20:42:12125000,38.3324,29.1092,31.0612,19.6664,138.512715,439,65535,65535
114,26/09/2022 20:42:13139000,38.308,29.2312,31.0612,19.6176,139.438435,440,65535,65535
115,26/09/2022 20:42:14121800,38.3812,29.1336,30.9636,19.5688,140.364155,443,65535,65535
116,26/09/2022 20:42:15135800,38.308,29.0604,30.9636,19.5688,139.438435,445,65535,65535
117,26/09/2022 20:42:16118600,38.308,29.0604,30.8172,19.6176,139.438435,449,65535,65535
118,26/09/2022 20:42:17132600,38.308,28.8408,30.8172,19.5688,140.364155,444,65535,65535
119,26/09/2022 20:42:18131000,38.3324,28.8408,30.8172,19.6176,140.364155,437,65535,65535
120,26/09/2022 20:42:19129400,38.308,28.8896,30.8172,19.6664,141.289875,435,65535,65535
121,26/09/2022 20:42:20127800,38.3324,28.8896,30.8416,19.5444,140.364155,437,65535,65535
122,26/09/2022 20:42:21126200,38.308,29.0116,30.7684,19.642,140.364155,439,65535,65535
123,26/09/2022 20:42:22140200,38.3324,28.9384,30.7684,19.6664,140.364155,440,65535,65535
124,26/09/2022 20:42:23123000,38.3812,28.8408,30.744,19.5688,140.364155,439,65535,65535
125,26/09/2022 20:42:24121400,38.43,28.8408,30.7196,19.5688,138.512715,440,65535,65535
126,26/09/2022 20:42:25119800,38.4056,28.6456,30.7684,19.5688,136.661275,443,65535,65535
127,26/09/2022 20:42:26133800,38.3812,28.8408,30.744,19.6176,134.809835,437,65535,65535
128,26/09/2022 20:42:27132200,38.4056,28.8408,30.7196,19.5688,139.438435,439,65535,65535
129,26/09/2022 20:42:28130600,38.43,28.8408,30.7196,19.6664,139.438435,439,65535,65535
130,26/09/2022 20:42:29129000,38.552,28.7432,30.7196,19.6664,139.438435,440,65535,65535
131,26/09/2022 20:42:30127400,38.5276,28.6456,30.744,19.6664,140.364155,440,65535,65535
132,26/09/2022 20:42:31141400,38.4544,28.7188,30.8172,19.6664,141.289875,443,65535,65535
133,26/09/2022 20:42:32124200,38.5276,29.0116,30.744,19.6664,143.141315,443,65535,65535
134,26/09/2022 20:42:33122600,38.552,29.0848,30.744,19.6908,140.364155,440,65535,65535
135,26/09/2022 20:42:34121000,38.674,29.2068,30.744,19.6664,140.364155,443,65535,65535
136,26/09/2022 20:42:35135000,38.6496,29.2068,30.744,19.5688,140.364155,443,65535,65535
137,26/09/2022 20:42:36133400,38.6252,29.3532,30.7684,19.5688,141.289875,437,65535,65535
138,26/09/2022 20:42:37131800,38.6496,29.0604,30.8172,19.6664,139.438435,437,65535,65535
139,26/09/2022 20:42:38130200,38.674,29.1824,30.7684,19.6176,141.289875,440,65535,65535
140,26/09/2022 20:42:39128600,38.7228,29.1092,30.7684,19.642,138.512715,440,65535,65535
141,26/09/2022 20:42:40142600,38.7228,28.7432,30.7684,19.6664,140.364155,440,65535,65535
142,26/09/2022 20:42:41125400,38.7228,29.0604,30.8172,19.6176,138.512715,443,65535,65535
143,26/09/2022 20:42:42123800,38.7228,29.2068,30.8172,19.642,138.512715,443,65535,65535
144,26/09/2022 20:42:48145400,38.6496,28.4016,30.2072,19.6664,26.500595,440,65535,65535
145,26/09/2022 20:42:49175000,38.6496,27.7672,29.8656,19.5688,20.946275,440,65535,65535
146,26/09/2022 20:42:50173400,38.5764,27.0108,29.4996,19.6176,19.094835,439,65535,65535
147,26/09/2022 20:42:51171800,38.6496,26.7424,28.9628,19.6908,16.317675,435,65535,65535
148,26/09/2022 20:42:52154600,38.6252,26.7424,28.5968,19.6908,12.614795,440,65535,65535
149,26/09/2022 20:42:53168600,38.6252,26.9376,28.1576,19.6664,14.466235,443,65535,65535
150,26/09/2022 20:42:54167000,38.5032,27.0108,27.7672,19.6176,12.614795,443,65535,65535
151,26/09/2022 20:42:55165400,38.6496,26.8888,27.328,19.6664,12.614795,441,65535,65535
152,26/09/2022 20:42:56163800,38.552,26.8888,26.9864,19.6908,12.614795,439,65535,65535
153,26/09/2022 20:42:57162200,38.5764,26.7668,26.6692,19.6664,10.763355,440,65535,65535
154,26/09/2022 20:42:58160600,38.552,26.8156,26.352,19.6664,11.689075,441,65535,65535
155,26/09/2022 20:42:59159000,38.552,26.9376,25.8884,19.642,15.391955,444,65535,65535
156,26/09/2022 20:43:00157400,38.552,26.9376,25.5468,19.6664,15.391955,445,65535,65535
157,26/09/2022 20:43:01171400,38.552,26.6936,25.4004,19.6664,16.317675,445,65535,65535
158,26/09/2022 20:43:02169800,38.552,26.3032,25.132,19.6664,14.466235,444,65535,65535
159,26/09/2022 20:43:03168200,38.4056,25.9372,24.8636,19.6664,15.391955,444,65535,65535
160,26/09/2022 20:43:04166600,38.43,25.5712,24.5952,19.7396,11.689075,441,65535,65535
161,26/09/2022 20:43:05165000,38.4544,24.9856,24.3756,19.6908,14.466235,448,65535,65535
162,26/09/2022 20:43:06163400,38.4544,24.6196,24.2048,19.6908,12.614795,443,65535,65535
163,26/09/2022 20:43:07161800,38.43,24.3268,24.0096,19.6664,12.614795,445,65535,65535
164,26/09/2022 20:43:08160200,38.43,24.034,23.8632,19.6664,12.614795,444,65535,65535
165,26/09/2022 20:43:09158600,38.43,23.668,23.6192,19.7396,15.391955,443,65535,65535
166,26/09/2022 20:43:10172600,38.3812,23.3264,23.4972,19.642,12.614795,443,65535,65535
167,26/09/2022 20:43:11171000,38.3812,23.1312,23.3996,19.6664,12.614795,441,65535,65535
168,26/09/2022 20:43:12169400,38.3812,22.814,23.2776,19.6908,12.614795,441,65535,65535
169,26/09/2022 20:43:13167800,38.2836,22.4724,23.1312,19.7396,14.466235,440,65535,65535
170,26/09/2022 20:43:14166200,38.3812,22.204,23.058,19.7396,14.466235,439,65535,65535
171,26/09/2022 20:43:15164600,38.4056,21.9844,22.814,19.7396,14.466235,440,65535,65535
172,26/09/2022 20:43:16163000,38.3812,21.8624,22.814,19.6908,15.391955,443,65535,65535
173,26/09/2022 20:43:17161400,38.2836,21.6184,22.7408,19.6664,16.317675,443,65535,65535
174,26/09/2022 20:43:18159800,38.3812,21.594,22.4968,19.6908,16.317675,444,65535,65535
175,26/09/2022 20:43:19158200,38.3812,21.4232,22.4724,19.6664,15.391955,441,65535,65535
176,26/09/2022 20:43:20172200,38.308,21.1792,22.4236,19.6176,7.986195,440,65535,65535
177,26/09/2022 20:43:21170600,38.2592,21.0816,22.3016,19.6664,11.689075,439,65535,65535
178,26/09/2022 20:43:22169000,38.3324,21.0328,22.3016,19.6664,10.763355,440,65535,65535
179,26/09/2022 20:43:23167400,38.2592,20.8376,22.204,19.6908,12.614795,440,65535,65535
180,26/09/2022 20:43:24165800,38.308,20.6912,22.1308,19.6664,12.614795,440,65535,65535
181,26/09/2022 20:43:25179800,38.308,20.5692,22.082,19.6664,12.614795,437,65535,65535
182,26/09/2022 20:43:26162600,38.3324,20.5448,21.96,19.6908,11.689075,437,65535,65535
183,26/09/2022 20:43:27161000,38.308,20.4716,21.8868,19.642,12.614795,437,65535,65535
184,26/09/2022 20:43:28159400,38.308,20.3008,21.8624,19.6908,12.614795,436,65535,65535
185,26/09/2022 20:43:29173400,38.308,20.252,21.7892,19.7396,12.614795,440,65535,65535
186,26/09/2022 20:43:30171800,38.308,20.1788,21.7892,19.7396,11.689075,436,65535,65535
187,26/09/2022 20:43:31170200,38.3324,20.1056,21.7648,19.6664,15.391955,440,65535,65535
188,26/09/2022 20:43:32168600,38.3324,20.008,21.7404,19.6664,15.391955,443,65535,65535
189,26/09/2022 20:43:33167000,38.2592,20.008,21.594,19.6664,14.466235,444,65535,65535
190,26/09/2022 20:43:34165400,38.2592,19.9836,21.6672,19.6908,15.391955,440,65535,65535
191,26/09/2022 20:43:35163800,38.186,19.886,21.6428,19.6664,15.391955,441,65535,65535
192,26/09/2022 20:43:36162200,38.186,19.8128,21.4476,19.6664,12.614795,444,65535,65535
193,26/09/2022 20:43:37160600,38.064,19.886,21.5208,19.7396,14.466235,444,65535,65535
194,26/09/2022 20:43:38174600,38.064,19.7396,21.4476,19.7396,15.391955,443,65535,65535
195,26/09/2022 20:43:39173000,38.064,19.8128,21.4964,19.6664,12.614795,444,65535,65535
196,26/09/2022 20:43:40171400,38.0884,19.764,21.4964,19.6664,12.614795,444,65535,65535
197,26/09/2022 20:43:41169800,38.1372,19.8128,21.4476,19.6664,12.614795,443,65535,65535
198,26/09/2022 20:43:42246200,38.1372,19.7152,21.4476,19.7396,15.391955,439,65535,65535
199,26/09/2022 20:43:43166600,38.064,19.7152,21.3988,19.7396,15.391955,437,65535,65535
200,26/09/2022 20:43:44165000,38.1372,19.6908,21.4232,19.7396,14.466235,437,65535,65535
201,26/09/2022 20:43:45163400,38.0884,19.7396,21.3012,19.7396,16.317675,440,65535,65535
202,26/09/2022 20:43:46161800,38.0884,19.7396,21.3012,19.6908,14.466235,443,65535,65535
203,26/09/2022 20:43:52464200,37.332,19.764,21.2036,19.7396,12.614795,439,65535,65535
204,26/09/2022 20:43:53493800,37.4296,19.8372,21.2524,19.642,9.837635,440,65535,65535
205,26/09/2022 20:43:54492200,37.4784,19.8128,21.1304,19.7396,9.837635,441,65535,65535
206,26/09/2022 20:43:55490600,37.576,19.8128,21.0572,19.7396,7.986195,441,65535,65535
207,26/09/2022 20:43:56489000,37.6248,19.764,21.1304,19.7396,6.134755,444,65535,65535
208,26/09/2022 20:43:57487400,37.698,19.7396,21.0084,19.6908,7.060475,443,65535,65535
209,26/09/2022 20:43:58485800,37.7224,19.8372,20.9352,19.7396,5.209035,444,65535,65535
210,26/09/2022 20:43:59484200,37.7956,19.7396,20.9596,19.7396,6.134755,443,65535,65535
211,26/09/2022 20:44:00482600,37.8932,19.8128,20.8864,19.7396,6.134755,443,65535,65535
212,26/09/2022 20:44:01496600,38.0396,19.8128,20.8864,19.7396,7.986195,440,65535,65535
213,26/09/2022 20:44:02495000,37.9176,19.8128,20.8376,19.7396,7.986195,443,65535,65535
214,26/09/2022 20:44:03477800,37.942,19.764,20.8864,19.6908,7.986195,441,65535,65535
215,26/09/2022 20:44:04491800,37.8444,19.764,20.8864,19.6908,7.986195,439,65535,65535
216,26/09/2022 20:44:05490200,37.8932,19.886,20.7888,19.7396,9.837635,439,65535,65535
217,26/09/2022 20:44:06488600,37.7956,19.886,20.7156,19.7396,7.060475,441,65535,65535
218,26/09/2022 20:44:07487000,37.8444,19.8128,20.618,19.7396,7.060475,443,65535,65535
219,26/09/2022 20:44:08485400,37.82,19.9836,20.618,19.764,7.060475,444,65535,65535
220,26/09/2022 20:44:09483800,37.82,19.886,20.6668,19.7396,7.986195,443,65535,65535
221,26/09/2022 20:44:10497800,37.8444,19.8128,20.6668,19.7396,7.060475,444,65535,65535
222,26/09/2022 20:44:11480600,37.82,19.886,20.6668,19.7396,7.986195,439,65535,65535
223,26/09/2022 20:44:12479000,37.7956,19.764,20.6912,19.7396,6.134755,441,65535,65535
224,26/09/2022 20:44:13477400,37.7468,19.764,20.6668,19.7396,10.763355,443,65535,65535
225,26/09/2022 20:44:14491400,37.7224,19.8128,20.618,19.6664,7.986195,443,65535,65535
226,26/09/2022 20:44:15489800,37.7956,19.8616,20.5448,19.7396,7.986195,441,65535,65535
227,26/09/2022 20:44:16488200,37.7956,19.8128,20.618,19.7396,7.986195,443,65535,65535
228,26/09/2022 20:44:17486600,37.7956,19.764,20.618,19.6908,7.060475,437,65535,65535
229,26/09/2022 20:44:18485000,37.7468,19.8128,20.5692,19.7396,9.837635,439,65535,65535
230,26/09/2022 20:44:19483400,37.7956,19.764,20.5448,19.7396,7.986195,437,65535,65535
231,26/09/2022 20:44:25489400,37.4296,21.2524,22.3016,19.7884,223.678955,440,65535,65535
232,26/09/2022 20:44:26519000,37.2344,22.326,23.424,19.7396,231.084715,440,65535,65535
233,26/09/2022 20:44:27517400,37.2344,23.79,24.5952,19.7396,235.713315,441,65535,65535
234,26/09/2022 20:44:28515800,37.3808,24.9612,25.5468,19.6908,238.490475,437,65535,65535
235,26/09/2022 20:44:29514200,37.8444,25.5224,26.4008,19.7396,241.267635,443,65535,65535
236,26/09/2022 20:44:30512600,38.3324,26.4008,27.0596,19.6908,241.267635,439,65535,65535
237,26/09/2022 20:44:31526600,38.6496,27.1328,27.7916,19.7396,241.267635,440,65535,65535
238,26/09/2022 20:44:32525000,38.7472,27.45,28.4748,19.7396,240.341915,439,65535,65535
239,26/09/2022 20:44:33523400,38.8692,27.694,28.9872,19.764,238.490475,439,65535,65535
240,26/09/2022 20:44:34521800,38.8936,28.182,29.524,19.764,237.564755,437,65535,65535
241,26/09/2022 20:44:35520200,38.9912,28.5236,29.9144,19.6908,238.490475,439,65535,65535
242,26/09/2022 20:44:36518600,39.0156,28.8896,30.4024,19.6908,240.341915,439,65535,65535
243,26/09/2022 20:44:37517000,39.0156,29.0848,30.8172,19.7396,240.341915,440,65535,65535
244,26/09/2022 20:44:38515400,38.9912,29.5484,31.0856,19.7396,241.267635,439,65535,65535
245,26/09/2022 20:44:39513800,38.9668,29.5484,31.2808,19.6908,243.119075,439,65535,65535
246,26/09/2022 20:44:40512200,39.0156,29.9144,31.476,19.7396,242.193355,439,65535,65535
247,26/09/2022 20:44:41526200,39.0156,30.012,31.7444,19.7396,242.193355,440,65535,65535
248,26/09/2022 20:44:42524600,38.9912,30.1828,31.9396,19.7396,241.267635,441,65535,65535
249,26/09/2022 20:44:43507400,39.0156,30.1828,32.1104,19.6908,240.341915,440,65535,65535
250,26/09/2022 20:44:44521400,39.0156,30.2072,32.1836,19.6908,240.341915,441,65535,65535
251,26/09/2022 20:44:45519800,39.0156,30.622,32.2812,19.764,241.267635,441,65535,65535
252,26/09/2022 20:44:46518200,39.0156,30.622,32.4032,19.7396,242.193355,441,65535,65535
253,26/09/2022 20:44:47516600,39.0156,30.3292,32.574,19.7396,241.267635,445,65535,65535
254,26/09/2022 20:44:48515000,38.9912,30.256,32.6472,19.7396,241.267635,440,65535,65535
255,26/09/2022 20:44:49513400,38.9912,30.2072,32.6472,19.764,241.267635,439,65535,65535
256,26/09/2022 20:44:50511800,38.9912,30.2072,32.7448,19.7884,240.341915,440,65535,65535
257,26/09/2022 20:44:51510200,38.9912,30.5732,32.8912,19.7884,241.267635,439,65535,65535
258,26/09/2022 20:44:52524200,38.8936,30.6708,32.8668,19.7396,241.267635,439,65535,65535
259,26/09/2022 20:44:53522600,38.9668,30.7684,32.94,19.7396,238.490475,441,65535,65535
260,26/09/2022 20:44:54521000,38.8448,30.7928,32.9644,19.7396,241.267635,441,65535,65535
261,26/09/2022 20:44:55503800,38.8448,30.7928,32.9644,19.6664,242.193355,440,65535,65535
262,26/09/2022 20:44:56517800,38.7716,31.0124,32.94,19.7396,242.193355,443,65535,65535
263,26/09/2022 20:44:57516200,38.7716,30.866,33.062,19.7396,244.970515,439,65535,65535
264,26/09/2022 20:44:58514600,38.7716,30.8416,33.062,19.7396,242.193355,441,65535,65535
265,26/09/2022 20:44:59528600,38.7472,30.7928,33.1108,19.7396,241.267635,445,65535,65535
266,26/09/2022 20:45:00527000,38.796,30.6708,33.062,19.764,241.267635,445,65535,65535
267,26/09/2022 20:45:01509800,38.8936,30.7928,33.062,19.7396,242.193355,445,65535,65535
268,26/09/2022 20:45:02523800,38.8936,30.6464,33.0864,19.8616,243.119075,443,65535,65535
269,26/09/2022 20:45:03522200,38.9668,31.11,33.0864,19.764,241.267635,440,65535,65535
270,26/09/2022 20:45:04520600,39.0156,31.1344,33.2328,19.7396,241.267635,437,65535,65535
271,26/09/2022 20:45:05519000,39.0156,31.11,33.2084,19.7396,240.341915,440,65535,65535
272,26/09/2022 20:45:06517400,39.0156,30.7928,33.2328,19.7396,240.341915,441,65535,65535
273,26/09/2022 20:45:07515800,39.0156,30.5488,33.2328,19.7396,238.490475,443,65535,65535
274,26/09/2022 20:45:08514200,38.9912,30.7928,33.2328,19.7396,238.490475,440,65535,65535
275,26/09/2022 20:45:09512600,39.04,30.6708,33.2328,19.8372,240.341915,440,65535,65535
276,26/09/2022 20:45:10526600,39.0156,30.5488,33.306,19.7396,241.267635,503,65535,65535
277,26/09/2022 20:45:11525000,39.04,30.5488,33.306,19.764,241.267635,687,65535,65535
278,26/09/2022 20:45:12523400,39.04,30.5732,32.5984,19.7396,241.267635,829,65535,65535
279,26/09/2022 20:45:13521800,39.04,30.134,31.9152,19.6664,240.341915,906,65535,65535
280,26/09/2022 20:45:14520200,39.1376,29.4996,31.1832,19.6664,241.267635,943,65535,65535
281,26/09/2022 20:45:15518600,39.162,29.3532,30.622,19.7396,241.267635,966,65535,65535
282,26/09/2022 20:45:16517000,39.1376,29.0848,30.2316,19.7396,242.193355,978,65535,65535
283,26/09/2022 20:45:17515400,39.1376,28.7432,29.89,19.6664,241.267635,982,65535,65535
284,26/09/2022 20:45:18529400,39.162,28.6456,29.7436,19.7396,241.267635,983,65535,65535
285,26/09/2022 20:45:19527800,39.2596,28.3772,29.4996,19.7396,244.970515,984,65535,65535
286,26/09/2022 20:45:20526200,39.2108,28.3528,29.5484,19.7396,242.193355,982,65535,65535
287,26/09/2022 20:45:21524600,39.162,28.4992,29.3288,19.6908,242.193355,982,65535,65535
288,26/09/2022 20:45:22523000,39.1376,28.2796,29.3044,19.7396,241.267635,986,65535,65535
289,26/09/2022 20:45:23521400,39.162,28.182,29.2068,19.7396,242.193355,987,65535,65535
290,26/09/2022 20:45:24519800,39.2108,27.938,29.1824,19.7396,242.193355,984,65535,65535
291,26/09/2022 20:45:25518200,39.162,27.9136,29.2068,19.6664,241.267635,986,65535,65535
292,26/09/2022 20:45:26516600,39.1376,27.7916,29.1824,19.7396,243.119075,989,65535,65535
293,26/09/2022 20:45:27515000,39.1376,27.694,29.1092,19.7396,241.267635,992,65535,65535
294,26/09/2022 20:45:28513400,39.1376,27.694,28.9872,19.7396,238.490475,993,65535,65535
295,26/09/2022 20:45:29511800,39.0888,27.7184,28.9872,19.7396,241.267635,989,65535,65535
296,26/09/2022 20:45:30525800,39.04,27.5476,28.914,19.7396,241.267635,987,65535,65535
297,26/09/2022 20:45:31524200,38.9668,27.4012,28.9872,19.7396,240.341915,987,65535,65535
