,Data,,T1,T2,T3,T4,F1,F2,Empty1,Empty2
521,21/09/2022 20:36:53172600,,"41,114","37,5028","40,4796","21,0572","252,376275",108,65535,65535
522,21/09/2022 20:36:54186600,,"40,992","37,5516","40,4308","21,0328","249,599115",108,65535,65535
523,21/09/2022 20:36:55185000,,"41,0896","37,4296","40,4796","21,0328","250,524835",108,65535,65535
524,21/09/2022 20:36:56183400,,"41,1384","37,5028","40,4796","21,0328","252,376275",108,65535,65535
525,21/09/2022 20:36:57181800,,"40,992","37,4784","40,382","20,984","250,524835",108,65535,65535
526,21/09/2022 20:36:58180200,,"41,114","37,4296","40,4064","21,0328","250,524835",110,65535,65535
527,21/09/2022 20:36:59178600,,"41,1384","37,5028","40,4064","20,9108","252,376275",111,65535,65535
528,21/09/2022 20:37:00177000,,"41,0896","37,332","40,4796","21,0328","254,227715",108,65535,65535
529,21/09/2022 20:37:01175400,,"41,0896","37,2832","40,4308","21,0328","255,153435",110,65535,65535
530,21/09/2022 20:37:02173800,,"41,0408","37,5028","40,4308","20,9108","255,153435",108,65535,65535
531,21/09/2022 20:37:03172200,,"41,0896","37,5028","40,4796","20,9596","252,376275",110,65535,65535
532,21/09/2022 20:37:04186200,,"40,992","37,6492","40,504","20,9108","251,450555",108,65535,65535
533,21/09/2022 20:37:05184600,,"40,992","37,6248","40,4796","20,984","254,227715",110,65535,65535
534,21/09/2022 20:37:06183000,,"40,9188","37,5272","40,382","21,0328","254,227715",111,65535,65535
535,21/09/2022 20:37:07181400,,"40,9188","37,5516","40,4308","21,0328","251,450555",112,65535,65535
536,21/09/2022 20:37:08179800,,"40,9188","37,3808","40,382","21,0328","251,450555",112,65535,65535
537,21/09/2022 20:37:09178200,,"40,9188","37,4052","40,4308","21,0328","251,450555",111,65535,65535
538,21/09/2022 20:37:10176600,,"40,9432","37,5272","40,5284","20,9596","247,747675",112,65535,65535
539,21/09/2022 20:37:11175000,,"40,9432","37,5516","40,4308","21,0328","250,524835",140,65535,65535
540,21/09/2022 20:37:12189000,,"40,9188","37,5028","40,4796","21,0328","252,376275",367,65535,65535
541,21/09/2022 20:37:13171800,,"40,992","37,088","39,9672","21,0572","251,450555",580,65535,65535
542,21/09/2022 20:37:14185800,,"40,8944","36,3316","38,8204","21,0328","251,450555",710,65535,65535
543,21/09/2022 20:37:15184200,,"40,9432","35,2824","37,6736","20,9596","251,450555",780,65535,65535
544,21/09/2022 20:37:16182600,,"40,992","34,1112","36,3072","20,9108","251,450555",817,65535,65535
545,21/09/2022 20:37:17181000,,"40,992","33,3548","35,4288","20,9108","252,376275",833,65535,65535
546,21/09/2022 20:37:18179400,,"40,992","32,7936","34,5748","20,9596","254,227715",840,65535,65535
547,21/09/2022 20:37:19177800,,"40,9432","32,086","34,0136","20,862","254,227715",833,65535,65535
548,21/09/2022 20:37:20176200,,"40,992","31,6224","33,5744","20,862","250,524835",734,65535,65535
549,21/09/2022 20:37:21174600,,"40,992","31,0856","33,55","20,9108","252,376275",638,65535,65535
550,21/09/2022 20:37:22173000,,"40,992","31,0368","33,55","20,9108","252,376275",579,65535,65535
551,21/09/2022 20:37:23187000,,"40,992","31,232","33,6476","20,7888","252,376275",544,65535,65535
552,21/09/2022 20:37:24185400,,"40,992","31,4028","33,8916","20,8132","252,376275",526,65535,65535
553,21/09/2022 20:37:25183800,,"41,0896","31,598","33,9892","20,8132","250,524835",514,65535,65535
554,21/09/2022 20:37:26182200,,"41,0896","31,72","34,1844","20,7888","251,450555",508,65535,65535
555,21/09/2022 20:37:27180600,,"41,114","31,6712","34,3064","20,7156","251,450555",508,65535,65535
556,21/09/2022 20:37:28179000,,"41,114","31,7932","34,3552","20,8132","254,227715",508,65535,65535
557,21/09/2022 20:37:29177400,,"41,114","31,598","34,4528","20,8132","252,376275",506,65535,65535
558,21/09/2022 20:37:30175800,,"41,1628","31,5004","34,526","20,862","252,376275",504,65535,65535
559,21/09/2022 20:37:31174200,,"41,114","31,4516","34,5992","20,9596","252,376275",504,65535,65535
560,21/09/2022 20:37:32172600,,"41,0896","31,6224","34,5748","20,862","256,079155",504,65535,65535
561,21/09/2022 20:37:33186600,,"41,0896","31,9396","34,5748","20,9108","256,079155",505,65535,65535
562,21/09/2022 20:37:34185000,,"41,114","31,7932","34,5992","20,9108","255,153435",511,65535,65535
563,21/09/2022 20:37:35183400,,"41,114","31,9396","34,6968","20,862","252,376275",511,65535,65535
564,21/09/2022 20:37:36181800,,"41,1384","31,9396","34,6968","20,862","251,450555",513,65535,65535
565,21/09/2022 20:37:37180200,,"41,114","31,964","34,648","20,8132","252,376275",510,65535,65535
566,21/09/2022 20:37:38178600,,"41,114","31,9152","34,6968","20,8132","254,227715",510,65535,65535
567,21/09/2022 20:37:39177000,,"41,1384","31,964","34,648","20,7888","252,376275",510,65535,65535
568,21/09/2022 20:37:40175400,,"41,114","31,9396","34,6968","20,7156","255,153435",509,65535,65535
569,21/09/2022 20:37:41173800,,"41,0896","31,842","34,6968","20,6912","254,227715",508,65535,65535
570,21/09/2022 20:37:42172200,,"41,114","31,964","34,7212","20,8132","251,450555",508,65535,65535
571,21/09/2022 20:37:43186200,,"41,114","32,086","34,6968","20,7156","251,450555",511,65535,65535
572,21/09/2022 20:37:44184600,,"41,0408","31,9396","34,6968","20,7156","251,450555",511,65535,65535
573,21/09/2022 20:37:45167400,,"41,0896","32,1104","34,648","20,7156","251,450555",511,65535,65535
574,21/09/2022 20:37:46181400,,"41,0164","32,3056","34,7212","20,74","249,599115",508,65535,65535
575,21/09/2022 20:37:54621000,,"40,9188","32,2324","34,526","20,7156","235,713315",510,65535,65535
576,21/09/2022 20:37:55603800,,"40,8212","32,2324","34,5748","20,74","233,861875",511,65535,65535
577,21/09/2022 20:37:56602200,,"40,87","31,9396","34,526","20,6912","235,713315",510,65535,65535
578,21/09/2022 20:37:57600600,,"40,8212","31,842","34,3552","20,74","235,713315",510,65535,65535
579,21/09/2022 20:37:58599000,,"40,7968","31,6224","34,3796","20,7156","233,861875",504,65535,65535
580,21/09/2022 20:37:59613000,,"40,8212","31,598","34,404","20,6912","235,713315",505,65535,65535
581,21/09/2022 20:38:00595800,,"40,7968","31,4516","34,3796","20,74","233,861875",505,65535,65535
582,21/09/2022 20:38:01594200,,"40,8212","31,5004","34,3552","20,74","231,084715",508,65535,65535
583,21/09/2022 20:38:02592600,,"40,7968","31,5736","34,3552","20,7156","232,936155",505,65535,65535
584,21/09/2022 20:38:03591000,,"40,7724","31,598","34,2576","20,74","232,936155",505,65535,65535
585,21/09/2022 20:38:04589400,,"40,7968","31,5736","34,2332","20,618","233,861875",504,65535,65535
586,21/09/2022 20:38:05603400,,"40,748","31,6224","34,2332","20,6912","233,861875",506,65535,65535
587,21/09/2022 20:38:06601800,,"40,6748","31,5736","34,1844","20,74","232,936155",508,65535,65535
588,21/09/2022 20:38:07600200,,"40,748","31,4516","34,1844","20,74","232,936155",506,65535,65535
589,21/09/2022 20:38:08598600,,"40,626","31,598","34,1844","20,74","233,861875",508,65535,65535
590,21/09/2022 20:38:09597000,,"40,626","31,6224","34,0624","20,6912","235,713315",509,65535,65535
591,21/09/2022 20:38:15649800,,"40,626","31,8176","34,0136","20,7156","219,976075",509,65535,65535
592,21/09/2022 20:38:16679400,,"40,5772","31,842","33,9892","20,6912","218,124635",509,65535,65535
593,21/09/2022 20:38:17662200,,"40,5284","31,6224","33,916","20,74","218,124635",510,65535,65535
594,21/09/2022 20:38:18676200,,"40,5284","31,4516","33,916","20,7156","217,198915",508,65535,65535
595,21/09/2022 20:38:19674600,,"40,504","31,4516","33,8672","20,6912","217,198915",508,65535,65535
596,21/09/2022 20:38:20673000,,"40,504","31,4516","33,8916","20,74","218,124635",513,65535,65535
597,21/09/2022 20:38:21687000,,"40,504","31,4028","33,7452","20,7156","219,976075",511,65535,65535
598,21/09/2022 20:38:22685400,,"40,5284","31,5004","33,672","20,7888","219,050355",506,65535,65535
599,21/09/2022 20:38:23683800,,"40,5284","31,4516","33,7452","20,7156","219,976075",504,65535,65535
600,21/09/2022 20:38:24682200,,"40,5284","31,4028","33,672","20,74","219,050355",508,65535,65535
601,21/09/2022 20:38:25680600,,"40,4552","31,1588","33,6964","20,8376","219,976075",509,65535,65535
602,21/09/2022 20:38:26679000,,"40,4308","31,11","33,672","20,7888","219,976075",509,65535,65535
603,21/09/2022 20:38:27677400,,"40,4064","30,9148","33,7452","20,8376","218,124635",509,65535,65535
604,21/09/2022 20:38:28675800,,"40,4308","30,866","33,672","20,74","219,050355",510,65535,65535
605,21/09/2022 20:38:29689800,,"40,4308","30,7928","33,5988","20,6668","219,050355",511,65535,65535
606,21/09/2022 20:38:30688200,,"40,4552","31,1344","33,55","20,7156","219,050355",510,65535,65535
607,21/09/2022 20:38:31686600,,"40,5284","31,0856","33,55","20,6912","217,198915",513,65535,65535
608,21/09/2022 20:38:32638200,,"40,5284","31,0856","33,5744","20,7888","215,347475",511,65535,65535
609,21/09/2022 20:38:33667800,,"40,5528","30,988","33,55","20,8132","215,347475",506,65535,65535
610,21/09/2022 20:38:34681800,,"40,504","31,0856","33,55","20,7888","217,198915",505,65535,65535
611,21/09/2022 20:38:35680200,,"40,5284","31,3296","33,5988","20,8376","218,124635",504,65535,65535
612,21/09/2022 20:38:36678600,,"40,4552","31,1588","33,5744","20,8132","221,827515",506,65535,65535
613,21/09/2022 20:38:37677000,,"40,5284","31,0368","33,5744","20,74","219,050355",505,65535,65535
614,21/09/2022 20:38:38675400,,"40,5284","30,7928","33,5988","20,8376","219,976075",504,65535,65535
615,21/09/2022 20:38:39673800,,"40,5528","30,7928","33,5988","20,8132","219,976075",509,65535,65535
616,21/09/2022 20:38:40687800,,"40,626","31,0856","33,4768","20,8132","219,976075",508,65535,65535
617,21/09/2022 20:38:41670600,,"40,626","31,2076","33,5744","20,862","219,050355",508,65535,65535
618,21/09/2022 20:38:42669000,,"40,6748","30,988","33,5744","20,862","219,976075",509,65535,65535
619,21/09/2022 20:38:43667400,,"40,626","31,0124","33,55","20,8376","219,050355",509,65535,65535
620,21/09/2022 20:38:44681400,,"40,5528","31,0856","33,55","20,8376","218,124635",509,65535,65535
621,21/09/2022 20:38:45679800,,"40,626","31,4028","33,4768","20,8132","219,050355",508,65535,65535
622,21/09/2022 20:38:46678200,,"40,6504","31,4516","33,5744","20,8376","219,050355",505,65535,65535
623,21/09/2022 20:38:47676600,,"40,626","31,4028","33,5988","20,74","219,976075",505,65535,65535
624,21/09/2022 20:38:48675000,,"40,5772","31,1588","33,5744","20,862","219,050355",509,65535,65535
625,21/09/2022 20:38:49673400,,"40,5284","30,7928","33,6964","20,862","218,124635",506,65535,65535
626,21/09/2022 20:38:50671800,,"40,504","30,866","33,6964","20,7888","215,347475",509,65535,65535
627,21/09/2022 20:38:51670200,,"40,626","31,0856","33,5988","20,862","217,198915",510,65535,65535
628,21/09/2022 20:38:52668600,,"40,626","31,11","33,5988","20,862","218,124635",513,65535,65535
629,21/09/2022 20:38:53682600,,"40,626","31,2564","33,5744","20,8376","215,347475",511,65535,65535
630,21/09/2022 20:38:54681000,,"40,626","31,0856","33,5744","20,9108","218,124635",508,65535,65535
631,21/09/2022 20:38:55679400,,"40,6748","31,2808","33,55","20,862","217,198915",510,65535,65535
632,21/09/2022 20:38:56677800,,"40,6504","31,4516","33,5988","20,8132","219,050355",508,65535,65535
633,21/09/2022 20:38:57676200,,"40,626","31,4516","33,5744","20,8132","219,976075",509,65535,65535
634,21/09/2022 20:38:58690200,,"40,5772","31,4516","33,55","20,8376","218,124635",509,65535,65535
635,21/09/2022 20:38:59673000,,"40,6748","31,476","33,5988","20,8376","218,124635",506,65535,65535
636,21/09/2022 20:39:00671400,,"40,6504","31,3296","33,5988","20,9108","218,124635",506,65535,65535
637,21/09/2022 20:39:01685400,,"40,626","31,476","33,6964","20,862","218,124635",509,65535,65535
638,21/09/2022 20:39:02683800,,"40,626","31,4516","33,6964","20,9108","217,198915",510,65535,65535
639,21/09/2022 20:39:03682200,,"40,5528","31,4516","33,5744","20,9108","215,347475",509,65535,65535
640,21/09/2022 20:39:04680600,,"40,5528","31,476","33,6964","20,9352","217,198915",505,65535,65535
641,21/09/2022 20:39:05679000,,"40,504","31,1588","33,6964","20,9108","218,124635",505,65535,65535
642,21/09/2022 20:39:06677400,,"40,5284","31,11","33,672","20,8132","219,976075",506,65535,65535
643,21/09/2022 20:39:07675800,,"40,4552","31,476","33,672","20,862","218,124635",504,65535,65535
644,21/09/2022 20:39:08674200,,"40,4552","31,9396","33,672","20,9108","219,050355",505,65535,65535
645,21/09/2022 20:39:09688200,,"40,4552","31,9152","33,672","20,862","219,976075",508,65535,65535
646,21/09/2022 20:39:10686600,,"40,4552","32,086","33,672","20,9596","219,050355",506,65535,65535
647,21/09/2022 20:39:11685000,,"40,4308","32,1836","33,55","20,862","219,976075",504,65535,65535
648,21/09/2022 20:39:12683400,,"40,4308","31,964","33,6476","20,9108","219,976075",506,65535,65535
649,21/09/2022 20:39:13681800,,"40,4552","31,6224","33,672","20,862","219,976075",509,65535,65535
650,21/09/2022 20:39:14680200,,"40,4308","31,4028","33,5256","20,9108","217,198915",508,65535,65535
651,21/09/2022 20:39:15678600,,"40,4308","31,2808","33,55","20,9352","219,050355",509,65535,65535
652,21/09/2022 20:39:16677000,,"40,4308","31,476","33,55","20,9108","219,050355",508,65535,65535
653,21/09/2022 20:39:17675400,,"40,4064","31,476","33,5744","20,862","219,976075",508,65535,65535
654,21/09/2022 20:39:18689400,,"40,2844","31,5004","33,5988","20,9352","217,198915",509,65535,65535
655,21/09/2022 20:39:19687800,,"40,4308","31,7932","33,5988","20,9108","218,124635",506,65535,65535
656,21/09/2022 20:39:20686200,,"40,2844","31,598","33,5988","20,9108","219,050355",506,65535,65535
657,21/09/2022 20:39:21684600,,"40,3088","31,5004","33,55","20,862","219,050355",508,65535,65535
658,21/09/2022 20:39:22683000,,"40,3088","31,2808","33,5256","20,9596","217,198915",506,65535,65535
659,21/09/2022 20:39:23665800,,"40,3088","31,2564","33,5988","21,0328","218,124635",508,65535,65535
660,21/09/2022 20:39:24679800,,"40,1624","31,2076","33,5988","20,9596","218,124635",508,65535,65535
661,21/09/2022 20:39:25678200,,"40,1868","30,988","33,4768","20,9596","219,976075",506,65535,65535
662,21/09/2022 20:39:26676600,,"40,1868","31,11","33,55","20,9596","218,124635",505,65535,65535
663,21/09/2022 20:39:27675000,,"40,1136","31,2808","33,55","20,9596","219,050355",505,65535,65535
664,21/09/2022 20:39:28689000,,"40,1868","31,3296","33,4768","20,9596","219,976075",506,65535,65535
665,21/09/2022 20:39:29671800,,"40,1868","31,2808","33,4768","20,9596","221,827515",506,65535,65535
666,21/09/2022 20:39:30670200,,"40,1624","31,2564","33,4524","20,9108","218,124635",506,65535,65535
667,21/09/2022 20:39:31684200,,"40,1136","31,3296","33,5256","20,9108","217,198915",511,65535,65535
668,21/09/2022 20:39:32682600,,"40,1624","31,598","33,4768","20,9596","217,198915",509,65535,65535
669,21/09/2022 20:39:33681000,,"40,1624","31,3296","33,4768","20,984","217,198915",506,65535,65535
670,21/09/2022 20:39:34679400,,"40,1136","31,1344","33,5744","20,9596","217,198915",504,65535,65535
671,21/09/2022 20:39:35677800,,"40,1624","31,2076","33,4036","20,984","217,198915",505,65535,65535
672,21/09/2022 20:39:36676200,,"40,0892","31,11","33,4768","20,9108","218,124635",503,65535,65535
673,21/09/2022 20:39:44445000,,"40,1868","29,1336","32,94","20,984","80,192355",504,65535,65535
674,21/09/2022 20:39:45474600,,"40,1136","28,4992","32,5984","20,9596","76,489475",505,65535,65535
675,21/09/2022 20:39:46473000,,"40,0648","27,938","32,3544","20,9596","74,638035",508,65535,65535
676,21/09/2022 20:39:47471400,,"40,0892","27,6696","32,0128","20,9596","72,786595",506,65535,65535
677,21/09/2022 20:39:48469800,,"40,0892","27,572","31,6712","20,984","71,860875",509,65535,65535
678,21/09/2022 20:39:49483800,,"40,0648","27,206","31,3296","21,0572","70,009435",508,65535,65535
679,21/09/2022 20:39:50482200,,"40,0892","26,8644","31,0612","20,984","70,009435",505,65535,65535
680,21/09/2022 20:39:51480600,,"40,0892","26,5228","30,7684","20,9596","68,157995",508,65535,65535
681,21/09/2022 20:39:52479000,,"39,9916","26,2788","30,5976","21,0572","66,306555",506,65535,65535
682,21/09/2022 20:39:53477400,,"39,9916","26,2544","30,2072","21,0328","68,157995",506,65535,65535
683,21/09/2022 20:39:54475800,,"39,9916","26,0348","30,0608","20,984","68,157995",503,65535,65535
684,21/09/2022 20:39:55474200,,"40,0404","25,864","29,9876","21,0572","68,157995",505,65535,65535
685,21/09/2022 20:39:56472600,,"39,9916","25,62","29,7436","21,0572","70,935155",505,65535,65535
686,21/09/2022 20:39:57486600,,"39,9916","25,4492","29,6216","20,984","70,935155",505,65535,65535
687,21/09/2022 20:39:58485000,,"39,9916","25,3028","29,4508","21,0572","70,009435",509,65535,65535
688,21/09/2022 20:39:59467800,,"40,0404","25,2784","29,3288","21,0328","70,009435",510,65535,65535
689,21/09/2022 20:40:00466200,,"40,0892","25,0588","29,2068","21,0572","70,009435",510,65535,65535
690,21/09/2022 20:40:06550200,,"39,9916","25,0832","28,4504","21,0572","26,500595",510,65535,65535
691,21/09/2022 20:40:07626600,,"39,9916","24,2536","28,1088","21,0572","26,500595",506,65535,65535
692,21/09/2022 20:40:08578200,,"39,9428","23,5704","27,816","21,0572","25,574875",509,65535,65535
693,21/09/2022 20:40:09576600,,"39,9672","23,1556","27,5232","21,0572","25,574875",508,65535,65535
694,21/09/2022 20:40:10575000,,"39,9184","22,936","27,3036","21,0816","25,574875",508,65535,65535
695,21/09/2022 20:40:11573400,,"39,9428","22,7408","27,0596","21,0572","25,574875",505,65535,65535
696,21/09/2022 20:40:12571800,,"39,9672","22,57","26,7424","21,0816","25,574875",506,65535,65535
697,21/09/2022 20:40:13585800,,"39,9672","22,4968","26,5472","21,0572","26,500595",505,65535,65535
698,21/09/2022 20:40:14584200,,"39,9184","22,4968","26,352","21,0572","26,500595",505,65535,65535
699,21/09/2022 20:40:15567000,,"39,9672","22,5456","26,1324","20,984","28,352035",506,65535,65535
700,21/09/2022 20:40:16596600,,"39,8452","22,4968","26,0104","20,984","28,352035",506,65535,65535
701,21/09/2022 20:40:17579400,,"39,8452","22,4968","25,8396","21,0328","28,352035",509,65535,65535
702,21/09/2022 20:40:18577800,,"39,8452","22,448","25,742","21,0572","28,352035",506,65535,65535
703,21/09/2022 20:40:19576200,,"39,8696","22,2284","25,498","21,0816","26,500595",508,65535,65535
704,21/09/2022 20:40:20590200,,"39,8208","22,1064","25,2784","21,0816","26,500595",506,65535,65535
705,21/09/2022 20:40:21588600,,"39,8452","21,9844","25,1808","20,984","20,946275",508,65535,65535
706,21/09/2022 20:40:22571400,,"39,8452","21,9844","25,0344","21,0572","24,649155",506,65535,65535
707,21/09/2022 20:40:23569800,,"39,8208","21,8624","24,9368","21,0572","24,649155",505,65535,65535
708,21/09/2022 20:40:24568200,,"39,7476","21,7892","24,8636","21,0572","23,723435",504,65535,65535
709,21/09/2022 20:40:25582200,,"39,8452","21,7892","24,7904","21,0572","23,723435",506,65535,65535
710,21/09/2022 20:40:26580600,,"39,7476","21,716","24,6196","21,0572","24,649155",506,65535,65535
711,21/09/2022 20:40:27594600,,"39,7964","21,6672","24,5952","21,0572","25,574875",508,65535,65535
712,21/09/2022 20:40:33631800,,"39,6988","21,594","24,1072","21,0572","17,243395",501,65535,65535
713,21/09/2022 20:40:34645800,,"39,6988","21,5208","24,0096","21,0572","16,317675",501,65535,65535
714,21/09/2022 20:40:35644200,,"39,7232","21,5208","23,8388","21,0572","17,243395",504,65535,65535
715,21/09/2022 20:40:36658200,,"39,6988","21,594","23,7168","21,0572","15,391955",501,65535,65535
716,21/09/2022 20:40:37656600,,"39,7476","21,7892","23,668","21,1792","11,689075",504,65535,65535
717,21/09/2022 20:40:38670600,,"39,7964","21,7892","23,5216","21,1792","14,466235",504,65535,65535
718,21/09/2022 20:40:39653400,,"39,7964","21,8624","23,4972","21,1548","17,243395",505,65535,65535
719,21/09/2022 20:40:40651800,,"39,7964","21,8868","23,424","21,1792","14,466235",506,65535,65535
720,21/09/2022 20:40:41650200,,"39,8208","21,8868","23,3752","21,1548","15,391955",501,65535,65535
721,21/09/2022 20:40:42648600,,"39,7476","21,9844","23,2776","21,0572","15,391955",503,65535,65535
722,21/09/2022 20:40:43647000,,"39,7476","21,9844","23,1312","21,0572","15,391955",504,65535,65535
723,21/09/2022 20:40:44661000,,"39,7476","21,8868","23,0336","21,0816","16,317675",505,65535,65535
724,21/09/2022 20:40:45659400,,"39,7476","21,9112","23,058","21,0816","14,466235",506,65535,65535
725,21/09/2022 20:40:46657800,,"39,7964","21,8868","22,936","21,0572","15,391955",506,65535,65535
726,21/09/2022 20:40:47640600,,"39,7232","21,9112","22,9604","21,0572","14,466235",505,65535,65535
727,21/09/2022 20:40:48654600,,"39,6988","21,8624","22,8384","21,0572","14,466235",505,65535,65535
728,21/09/2022 20:40:49653000,,"39,6256","21,8624","22,7408","21,1548","14,466235",506,65535,65535
729,21/09/2022 20:40:50651400,,"39,6256","21,838","22,7164","21,1548","12,614795",505,65535,65535
730,21/09/2022 20:40:51649800,,"39,6256","21,7404","22,7408","21,0572","14,466235",505,65535,65535
731,21/09/2022 20:40:52663800,,"39,6012","21,716","22,7164","21,1548","14,466235",504,65535,65535
732,21/09/2022 20:40:53646600,,"39,6256","21,716","22,6188","21,106","11,689075",501,65535,65535
733,21/09/2022 20:40:54645000,,"39,6256","21,6672","22,57","21,0328","12,614795",501,65535,65535
734,21/09/2022 20:40:55643400,,"39,6256","21,716","22,6188","21,0572","14,466235",508,65535,65535
735,21/09/2022 20:40:56641800,,"39,6256","21,6672","22,57","21,106","15,391955",508,65535,65535
736,21/09/2022 20:40:57640200,,"39,6256","21,594","22,57","21,0328","15,391955",505,65535,65535
737,21/09/2022 20:40:58654200,,"39,5524","21,594","22,5456","21,0572","14,466235",506,65535,65535
738,21/09/2022 20:40:59652600,,"39,5768","21,594","22,4968","21,1792","14,466235",511,65535,65535
739,21/09/2022 20:41:00651000,,"39,5524","21,594","22,4724","21,0572","16,317675",509,65535,65535
740,21/09/2022 20:41:01649400,,"39,5768","21,6184","22,3748","21,1548","15,391955",508,65535,65535
741,21/09/2022 20:41:07702200,,"39,4792","21,3988","22,4236","21,1548","26,500595",504,65535,65535
742,21/09/2022 20:41:08716200,,"39,4792","21,4964","22,448","21,1548","29,277755",509,65535,65535
743,21/09/2022 20:41:09730200,,"39,3572","21,5452","22,448","21,106","32,980635",505,65535,65535
744,21/09/2022 20:41:10728600,,"39,3816","21,5208","22,57","21,0572","32,980635",501,65535,65535
745,21/09/2022 20:41:11789400,,"39,3572","21,4964","22,7408","21,1792","34,832075",503,65535,65535
746,21/09/2022 20:41:12741000,,"39,3572","21,4964","22,814","21,1548","37,609235",505,65535,65535
747,21/09/2022 20:41:13723800,,"39,3816","21,472","22,9604","21,1548","38,534955",508,65535,65535
748,21/09/2022 20:41:14722200,,"39,3572","21,472","23,058","21,1792","39,460675",509,65535,65535
749,21/09/2022 20:41:15720600,,"39,3572","21,4964","23,2532","21,1548","38,534955",508,65535,65535
750,21/09/2022 20:41:16719000,,"39,2596","21,4232","23,2532","21,1548","38,534955",508,65535,65535
751,21/09/2022 20:41:17717400,,"39,3572","21,4964","23,4484","21,106","37,609235",505,65535,65535
752,21/09/2022 20:41:18731400,,"39,3816","21,472","23,5216","21,1792","38,534955",503,65535,65535
753,21/09/2022 20:41:19729800,,"39,3572","21,4964","23,546","21,1548","38,534955",504,65535,65535
754,21/09/2022 20:41:20743800,,"39,3572","21,4964","23,668","21,1548","38,534955",501,65535,65535
755,21/09/2022 20:41:21726600,,"39,284","21,472","23,6436","21,1792","37,609235",501,65535,65535
756,21/09/2022 20:41:22725000,,"39,284","21,4964","23,7412","21,1792","37,609235",504,65535,65535
757,21/09/2022 20:41:23723400,,"39,3328","21,4964","23,7656","21,1792","37,609235",504,65535,65535
758,21/09/2022 20:41:24721800,,"39,3328","21,472","23,912","21,1548","38,534955",505,65535,65535
759,21/09/2022 20:41:25720200,,"39,284","21,4964","23,912","21,0816","39,460675",506,65535,65535
760,21/09/2022 20:41:31757400,,"39,3816","21,6428","24,034","21,1548","16,317675",504,65535,65535
761,21/09/2022 20:41:32771400,,"39,284","21,716","24,0096","21,1792","16,317675",504,65535,65535
762,21/09/2022 20:41:33769800,,"39,4548","21,6672","23,79","21,106","15,391955",501,65535,65535
763,21/09/2022 20:41:34783800,,"39,3816","21,6672","23,7412","21,1792","16,317675",503,65535,65535
764,21/09/2022 20:41:35782200,,"39,4792","21,7404","23,6192","21,1792","12,614795",503,65535,65535
765,21/09/2022 20:41:36780600,,"39,5036","21,594","23,4972","21,1548","15,391955",504,65535,65535
766,21/09/2022 20:41:37779000,,"39,4548","21,594","23,3996","21,1548","14,466235",504,65535,65535
767,21/09/2022 20:41:38793000,,"39,3572","21,472","23,2776","21,106","11,689075",505,65535,65535
768,21/09/2022 20:41:39775800,,"39,4792","21,4964","23,1312","21,1548","15,391955",505,65535,65535
769,21/09/2022 20:41:40774200,,"39,4548","21,472","23,1312","21,1792","15,391955",505,65535,65535
770,21/09/2022 20:41:41772600,,"39,4792","21,4964","23,058","21,1548","15,391955",505,65535,65535
771,21/09/2022 20:41:42771000,,"39,3328","21,4964","22,9604","21,1792","14,466235",504,65535,65535
772,21/09/2022 20:41:43785000,,"39,3816","21,4964","22,8628","21,1792","15,391955",503,65535,65535
773,21/09/2022 20:41:44767800,,"39,3572","21,4964","22,8384","21,1548","15,391955",503,65535,65535
774,21/09/2022 20:41:45781800,,"39,3572","21,472","22,7164","21,1548","14,466235",503,65535,65535
775,21/09/2022 20:41:46780200,,"39,3816","21,472","22,7408","21,106","14,466235",499,65535,65535
776,21/09/2022 20:41:47778600,,"39,3572","21,4964","22,7164","21,1792","15,391955",498,65535,65535
777,21/09/2022 20:41:48777000,,"39,3572","21,4964","22,7408","21,1792","15,391955",499,65535,65535
778,21/09/2022 20:41:49775400,,"39,4304","21,4964","22,6188","21,2036","14,466235",501,65535,65535
779,21/09/2022 20:41:50773800,,"39,3816","21,4964","22,6676","21,1548","15,391955",503,65535,65535
780,21/09/2022 20:41:51787800,,"39,284","21,4964","22,4724","21,1548","14,466235",504,65535,65535
781,21/09/2022 20:41:52786200,,"39,3572","21,4964","22,4968","21,1548","14,466235",503,65535,65535
782,21/09/2022 20:41:53784600,,"39,3816","21,4964","22,4724","21,1792","14,466235",504,65535,65535
783,21/09/2022 20:41:54783000,,"39,3328","21,472","22,4724","21,1548","9,837635",505,65535,65535
784,21/09/2022 20:41:55765800,,"39,3572","21,4964","22,448","21,1548","15,391955",505,65535,65535
785,21/09/2022 20:41:56779800,,"39,3816","21,4964","22,4236","21,1548","15,391955",500,65535,65535
786,21/09/2022 20:41:57778200,,"39,3328","21,4232","22,4236","21,1548","16,317675",501,65535,65535
787,21/09/2022 20:41:58776600,,"39,3328","21,472","22,3748","21,1548","16,317675",504,65535,65535
788,21/09/2022 20:41:59790600,,"39,2352","21,4232","22,4236","21,1548","14,466235",505,65535,65535
789,21/09/2022 20:42:00773400,,"39,3328","21,4964","22,448","21,0816","16,317675",501,65535,65535
790,21/09/2022 20:42:01787400,,"39,3328","21,472","22,4236","21,1792","15,391955",501,65535,65535
791,21/09/2022 20:42:02785800,,"39,2108","21,472","22,3504","21,0572","15,391955",503,65535,65535
792,21/09/2022 20:42:03768600,,"39,3328","21,4964","22,326","21,0816","14,466235",500,65535,65535
793,21/09/2022 20:42:04782600,,"39,2108","21,472","22,3748","21,0816","15,391955",503,65535,65535
