,Data,,T1,T2,T3,T4,F1,F2,Empty1,Empty2
2318,21/09/2022 21:11:00359800,,"37,7956","28,7188","28,8652","22,082","247,747675",1173,65535,65535
2319,21/09/2022 21:11:01358200,,"37,698","28,67","28,8652","22,1552","247,747675",1173,65535,65535
2320,21/09/2022 21:11:02372200,,"37,7224","28,6212","28,9628","22,204","249,599115",1175,65535,65535
2321,21/09/2022 21:11:03355000,,"37,7956","28,6212","28,9384","22,1552","246,821955",1173,65535,65535
2322,21/09/2022 21:11:04353400,,"37,7224","28,792","28,9628","22,1552","246,821955",1171,65535,65535
2323,21/09/2022 21:11:05367400,,"37,698","28,67","28,9384","22,1552","241,267635",1165,65535,65535
2324,21/09/2022 21:11:06350200,,"37,698","28,5236","28,9628","22,1308","243,119075",1168,65535,65535
2325,21/09/2022 21:11:07411000,,"37,7468","28,4016","28,8408","22,1308","246,821955",1170,65535,65535
2326,21/09/2022 21:11:08347000,,"37,7956","28,426","28,8652","22,082","245,896235",1170,65535,65535
2327,21/09/2022 21:11:09361000,,"37,7224","28,4016","28,8652","22,204","247,747675",1166,65535,65535
2328,21/09/2022 21:11:10343800,,"37,7224","28,4992","28,8652","22,1064","246,821955",1166,65535,65535
2329,21/09/2022 21:11:11357800,,"37,698","28,6456","28,8652","22,204","249,599115",1167,65535,65535
2330,21/09/2022 21:11:12357200,,"37,7224","28,67","28,9628","22,1552","245,896235",1172,65535,65535
2331,21/09/2022 21:11:13355600,,"37,7224","28,4016","28,8652","22,1308","249,599115",1170,65535,65535
2332,21/09/2022 21:11:14354000,,"37,7224","28,4016","28,8652","22,1552","246,821955",1171,65535,65535
2333,21/09/2022 21:11:15352400,,"37,698","28,4992","28,8652","22,1308","249,599115",1173,65535,65535
2334,21/09/2022 21:11:16350800,,"37,698","28,3772","28,9384","22,1308","249,599115",1173,65535,65535
2335,21/09/2022 21:11:17364800,,"37,6004","28,4748","28,914","22,204","246,821955",1173,65535,65535
2336,21/09/2022 21:11:18363200,,"37,698","28,6456","28,9384","22,2284","246,821955",1173,65535,65535
2337,21/09/2022 21:11:19346000,,"37,6248","28,7188","28,9628","22,1552","246,821955",1173,65535,65535
2338,21/09/2022 21:11:20360000,,"37,6736","28,67","28,8652","22,204","245,896235",1172,65535,65535
2339,21/09/2022 21:11:21436400,,"37,6248","28,67","28,914","22,1552","245,896235",1173,65535,65535
2340,21/09/2022 21:11:22356800,,"37,6736","28,67","28,9628","22,1552","246,821955",1171,65535,65535
2341,21/09/2022 21:11:23355200,,"37,6248","28,67","28,914","22,1552","245,896235",1170,65535,65535
2342,21/09/2022 21:11:24416000,,"37,6736","28,4992","28,8652","22,1552","246,821955",1168,65535,65535
2343,21/09/2022 21:11:25361000,,"37,698","28,4748","28,8652","22,1552","246,821955",1171,65535,65535
2344,21/09/2022 21:11:26381000,,"37,6736","28,426","28,8652","22,1308","247,747675",1168,65535,65535
2345,21/09/2022 21:11:27369000,,"37,698","28,6456","28,914","22,204","247,747675",1171,65535,65535
2346,21/09/2022 21:11:28366000,,"37,698","29,1092","28,8652","22,1308","247,747675",1171,65535,65535
2347,21/09/2022 21:11:29507000,,"37,6736","28,9872","28,8652","22,1064","247,747675",1170,65535,65535
2348,21/09/2022 21:11:31688000,,"37,7224","28,3772","28,8652","22,204","246,821955",1171,65535,65535
2349,21/09/2022 21:11:31908000,,"37,698","28,4016","28,8408","22,204","247,747675",1171,65535,65535
2350,21/09/2022 21:11:32922000,,"37,698","28,4992","28,8652","22,1552","246,821955",1171,65535,65535
2351,21/09/2022 21:11:33985000,,"37,698","28,4992","28,9384","22,204","245,896235",1170,65535,65535
2352,21/09/2022 21:11:35211000,,"37,698","28,3528","28,914","22,1552","246,821955",1170,65535,65535
2353,21/09/2022 21:11:35948000,,"37,7224","28,4748","28,8652","22,1552","246,821955",1167,65535,65535
2354,21/09/2022 21:11:37410000,,"37,6736","28,426","28,8652","22,1308","245,896235",1171,65535,65535
2355,21/09/2022 21:11:39447000,,"37,6736","28,6212","28,8652","22,204","245,896235",1171,65535,65535
2356,21/09/2022 21:11:39864000,,"37,698","28,7432","28,8408","22,204","245,896235",1171,65535,65535
2357,21/09/2022 21:11:40912000,,"37,698","28,6456","28,8408","22,1308","245,896235",1171,65535,65535
2358,21/09/2022 21:11:42064000,,"37,7224","28,7188","28,8408","22,1308","246,821955",1170,65535,65535
2359,21/09/2022 21:11:42851000,,"37,698","28,6212","28,8652","22,1552","246,821955",1171,65535,65535
2360,21/09/2022 21:11:43843000,,"37,7468","28,4748","28,8652","22,1552","247,747675",1170,65535,65535
2361,21/09/2022 21:11:44898000,,"37,6736","28,7432","28,914","22,1552","246,821955",1171,65535,65535
2362,21/09/2022 21:11:45913000,,"37,698","28,6456","28,8652","22,204","246,821955",1173,65535,65535
2363,21/09/2022 21:11:46930000,,"37,7468","28,304","28,8164","22,1308","247,747675",1173,65535,65535
2364,21/09/2022 21:11:47887000,,"37,7224","28,4016","28,8652","22,1308","246,821955",1172,65535,65535
2365,21/09/2022 21:11:48868000,,"37,7224","28,5236","28,8652","22,1308","247,747675",1170,65535,65535
2366,21/09/2022 21:11:49869000,,"37,698","28,4748","28,8652","22,2284","246,821955",1170,65535,65535
2367,21/09/2022 21:11:50858000,,"37,698","28,4992","28,8652","22,1064","246,821955",1170,65535,65535
2368,21/09/2022 21:11:51844000,,"37,7224","28,3528","28,8652","22,204","246,821955",1166,65535,65535
2369,21/09/2022 21:11:52840000,,"37,6736","28,4992","28,8652","22,1308","245,896235",1166,65535,65535
2370,21/09/2022 21:11:53848000,,"37,6736","28,6212","28,8408","22,1308","245,896235",1168,65535,65535
2371,21/09/2022 21:11:54867000,,"37,7224","28,5236","28,8652","22,1552","247,747675",1168,65535,65535
2372,21/09/2022 21:11:55863000,,"37,698","28,5236","28,9872","22,1308","245,896235",1168,65535,65535
2373,21/09/2022 21:11:56835000,,"37,6736","28,5236","28,9628","22,1552","246,821955",1168,65535,65535
2374,21/09/2022 21:11:57853000,,"37,698","28,4748","28,914","22,204","247,747675",1168,65535,65535
2375,21/09/2022 21:11:58865000,,"37,6248","28,4016","28,8652","22,1552","245,896235",1167,65535,65535
2376,21/09/2022 21:11:59871000,,"37,6004","28,3528","28,8164","22,1308","250,524835",1168,65535,65535
2377,21/09/2022 21:12:00846000,,"37,6004","28,3528","28,8652","22,2284","249,599115",1171,65535,65535
2378,21/09/2022 21:12:01849000,,"37,6736","28,3528","28,8652","22,204","249,599115",1170,65535,65535
2379,21/09/2022 21:12:02850000,,"37,6736","28,6212","28,8652","22,2284","247,747675",1170,65535,65535
2380,21/09/2022 21:12:03865000,,"37,6736","28,67","28,9628","22,204","247,747675",1168,65535,65535
2381,21/09/2022 21:12:04861000,,"37,6736","28,6456","28,8652","22,204","247,747675",1171,65535,65535
2382,21/09/2022 21:12:05868000,,"37,6736","28,3772","28,8652","22,2284","244,970515",1172,65535,65535
2383,21/09/2022 21:12:06858000,,"37,6736","28,2308","28,8652","22,204","244,970515",1171,65535,65535
2384,21/09/2022 21:12:07855000,,"37,6248","28,182","28,8652","22,082","245,896235",1171,65535,65535
2385,21/09/2022 21:12:08862000,,"37,698","28,182","28,8408","22,1308","246,821955",1171,65535,65535
2386,21/09/2022 21:12:09851000,,"37,698","28,4992","28,8164","22,1308","245,896235",1171,65535,65535
2387,21/09/2022 21:12:10851000,,"37,6004","28,8408","28,8652","22,2284","246,821955",1167,65535,65535
2388,21/09/2022 21:12:11855000,,"37,6736","28,9872","28,8652","22,1308","245,896235",1165,65535,65535
2389,21/09/2022 21:12:12877000,,"37,6004","29,0116","28,8408","22,204","246,821955",1167,65535,65535
2390,21/09/2022 21:12:13862000,,"37,576","28,7188","28,8652","22,204","249,599115",1168,65535,65535
2391,21/09/2022 21:12:14912000,,"37,5516","28,7188","28,8652","22,204","247,747675",1168,65535,65535
2392,21/09/2022 21:12:15866000,,"37,3808","28,4016","28,8652","22,1308","247,747675",1167,65535,65535
2393,21/09/2022 21:12:16859000,,"37,5516","28,4748","28,8652","22,1552","246,821955",1168,65535,65535
2394,21/09/2022 21:12:17866000,,"37,5516","28,304","28,8164","22,1552","247,747675",1167,65535,65535
2395,21/09/2022 21:12:18843000,,"37,5516","28,3772","28,792","22,1552","246,821955",1168,65535,65535
2396,21/09/2022 21:12:19848000,,"37,6248","28,3528","28,8164","22,2284","246,821955",1168,65535,65535
2397,21/09/2022 21:12:20852000,,"37,5516","28,7188","28,8652","22,1308","246,821955",1167,65535,65535
2398,21/09/2022 21:12:21866000,,"37,5028","28,7432","28,8652","22,1308","247,747675",1170,65535,65535
2399,21/09/2022 21:12:22864000,,"37,5028","28,7188","28,8164","22,204","245,896235",1168,65535,65535
0,26/09/2022 20:39:59493800,"30,6952","20,0568","20,1788","19,7396","217,198915",439,65535,65535,
1,26/09/2022 20:40:00523400,"29,5728","20,5448","20,8132","19,6664","229,233275",440,65535,65535,
2,26/09/2022 20:40:01521800,"28,1088","21,4232","21,594","19,6908","235,713315",445,65535,65535,
3,26/09/2022 20:40:07496600,"36,356","24,2292","24,4244","19,642","241,267635",437,65535,65535,
4,26/09/2022 20:40:08526200,"36,4048","24,7416","25,2052","19,6664","241,267635",439,65535,65535,
5,26/09/2022 20:40:09524600,"36,2584","25,4736","25,986","19,6664","242,193355",440,65535,65535,
6,26/09/2022 20:40:10523000,"36,234","25,9372","26,718","19,6908","243,119075",440,65535,65535,
7,26/09/2022 20:40:11521400,"36,0388","26,474","27,328","19,642","243,119075",434,65535,65535,
8,26/09/2022 20:40:12519800,"36,1608","27,0108","27,7916","19,6176","242,193355",437,65535,65535,
9,26/09/2022 20:40:13533800,"36,1608","27,206","28,3284","19,6664","240,341915",437,65535,65535,
10,26/09/2022 20:40:14532200,"36,1852","27,694","28,5968","19,642","240,341915",437,65535,65535,
11,26/09/2022 20:40:15530600,"36,1852","28,0112","28,8164","19,6176","241,267635",439,65535,65535,
12,26/09/2022 20:40:16529000,"36,1608","28,3528","29,2068","19,5688","240,341915",440,65535,65535,
13,26/09/2022 20:40:17543000,"36,2828","28,2308","29,524","19,642","240,341915",444,65535,65535,
14,26/09/2022 20:40:18525800,"36,2828","28,2308","29,646","19,642","242,193355",446,65535,65535,
15,26/09/2022 20:40:19524200,"36,356","28,182","29,8656","19,6176","242,193355",444,65535,65535,
16,26/09/2022 20:40:20522600,"36,2828","28,3528","30,0608","19,642","242,193355",444,65535,65535,
17,26/09/2022 20:40:21521000,"36,4048","28,5236","30,1584","19,6176","244,970515",445,65535,65535,
18,26/09/2022 20:40:22535000,"36,2828","28,4748","30,3536","19,642","243,119075",440,65535,65535,
19,26/09/2022 20:40:23517800,"36,2828","28,6456","30,4512","19,6664","242,193355",441,65535,65535,
20,26/09/2022 20:40:24531800,"36,2828","28,7188","30,4756","19,5688","241,267635",441,65535,65535,
21,26/09/2022 20:40:25530200,"36,2828","28,8408","30,622","19,642","238,490475",443,65535,65535,
22,26/09/2022 20:40:26528600,"36,2828","28,8896","30,7196","19,6908","240,341915",443,65535,65535,
23,26/09/2022 20:40:27527000,"36,3804","29,0848","30,7684","19,6908","241,267635",443,65535,65535,
24,26/09/2022 20:40:28525400,"36,356","29,4752","30,8172","19,6176","241,267635",440,65535,65535,
25,26/09/2022 20:40:29523800,"36,3072","29,3532","30,9636","19,6664","241,267635",441,65535,65535,
26,26/09/2022 20:40:30522200,"36,3804","29,2068","30,988","19,6176","241,267635",443,65535,65535,
27,26/09/2022 20:40:31520600,"36,356","29,4996","31,0368","19,6664","243,119075",441,65535,65535,
28,26/09/2022 20:40:32519000,"36,4292","29,3532","31,0612","19,6664","245,896235",440,65535,65535,
29,26/09/2022 20:40:33517400,"36,4048","29,5484","31,11","19,5688","243,119075",439,65535,65535,
30,26/09/2022 20:40:34515800,"36,356","29,6704","31,1588","19,6176","242,193355",440,65535,65535,
31,26/09/2022 20:40:35529800,"36,3804","29,6704","31,11","19,6908","243,119075",441,65535,65535,
32,26/09/2022 20:40:36528200,"36,3804","29,2556","31,1588","19,6664","243,119075",440,65535,65535,
33,26/09/2022 20:40:37526600,"36,4048","29,1336","31,3052","19,6176","242,193355",444,65535,65535,
34,26/09/2022 20:40:38525000,"36,4292","29,2556","31,2808","19,6664","241,267635",443,65535,65535,
35,26/09/2022 20:40:39523400,"36,5268","29,0604","31,2808","19,6664","242,193355",440,65535,65535,
36,26/09/2022 20:40:40521800,"36,7952","29,1336","31,2808","19,6664","243,119075",440,65535,65535,
37,26/09/2022 20:40:41520200,"36,966","29,2068","31,4028","19,6664","245,896235",441,65535,65535,
38,26/09/2022 20:40:42518600,"37,1124","29,2312","31,4028","19,6908","243,119075",437,65535,65535,
39,26/09/2022 20:40:43517000,"37,3564","29,4752","31,4272","19,6664","243,119075",439,65535,65535,
40,26/09/2022 20:40:44531000,"37,454","29,6948","31,5248","19,6176","241,267635",440,65535,65535,
41,26/09/2022 20:40:45513800,"37,576","29,5728","31,6224","19,6176","243,119075",441,65535,65535,
42,26/09/2022 20:40:46527800,"37,5516","29,6704","31,6224","19,642","242,193355",441,65535,65535,
43,26/09/2022 20:40:47526200,"37,576","29,7192","31,6712","19,6176","243,119075",443,65535,65535,
44,26/09/2022 20:40:48524600,"37,576","29,7192","31,9152","19,6176","244,970515",444,65535,65535,
45,26/09/2022 20:40:49523000,"37,5028","29,6216","31,8908","19,6176","245,896235",444,65535,65535,
46,26/09/2022 20:40:50521400,"37,5028","29,7192","31,9396","19,6176","244,970515",444,65535,65535,
47,26/09/2022 20:40:51519800,"37,3808","29,7192","31,9884","19,6664","243,119075",445,65535,65535,
48,26/09/2022 20:40:52518200,"37,2588","29,8168","32,0372","19,6664","242,193355",446,65535,65535,
49,26/09/2022 20:40:53532200,"37,2344","29,9388","32,0616","19,642","242,193355",444,65535,65535,
50,26/09/2022 20:40:54530600,"37,21","30,0364","32,0616","19,642","241,267635",444,65535,65535,
51,26/09/2022 20:40:55529000,"36,9904","29,9388","32,1836","19,6664","242,193355",444,65535,65535,
52,26/09/2022 20:40:56527400,"37,088","29,8412","32,0616","19,6664","242,193355",444,65535,65535,
53,26/09/2022 20:40:57525800,"36,966","29,6948","32,0372","19,6908","242,193355",440,65535,65535,
54,26/09/2022 20:40:58524200,"36,9172","29,8168","32,0372","19,642","242,193355",440,65535,65535,
55,26/09/2022 20:40:59522600,"36,8928","29,8168","32,0616","19,5688","243,119075",441,65535,65535,
56,26/09/2022 20:41:00505400,"36,8928","29,8168","32,0616","19,6176","243,119075",444,65535,65535,
57,26/09/2022 20:41:01519400,"36,7952","29,7192","32,0616","19,4956","244,970515",444,65535,65535,
58,26/09/2022 20:41:02517800,"36,7708","29,7192","32,0616","19,6176","243,119075",444,65535,65535,
59,26/09/2022 20:41:03531800,"36,6732","29,7192","32,0616","19,5688","244,970515",445,65535,65535,
60,26/09/2022 20:41:04514600,"36,5024","29,7192","32,0616","19,6908","242,193355",443,65535,65535,
61,26/09/2022 20:41:05528600,"36,5512","29,7192","32,0616","19,6176","242,193355",446,65535,65535,
62,26/09/2022 20:41:14966600,"37,5516","29,4996","31,9396","19,6176","224,604675",443,65535,65535,
63,26/09/2022 20:41:15980600,"37,576","29,5728","31,9396","19,6908","223,678955",441,65535,65535,
64,26/09/2022 20:41:16979000,"37,8444","29,7436","31,9396","19,642","223,678955",440,65535,65535,
65,26/09/2022 20:41:17977400,"37,9176","29,7192","31,9396","19,5688","224,604675",439,65535,65535,
66,26/09/2022 20:41:18991400,"37,8444","29,8168","31,9884","19,6176","226,456115",443,65535,65535,
67,26/09/2022 20:41:19989800,"38,0152","29,89","32,0616","19,5688","227,381835",440,65535,65535,
68,26/09/2022 20:41:20988200,"38,0884","29,9144","32,0616","19,6176","226,456115",440,65535,65535,
69,26/09/2022 20:41:21986600,"38,186","30,0364","32,0128","19,5688","223,678955",439,65535,65535,
70,26/09/2022 20:41:22985000,"38,186","30,134","32,0616","19,6664","223,678955",441,65535,65535,
71,26/09/2022 20:41:23983400,"38,2592","30,0364","32,2324","19,5688","224,604675",443,65535,65535,
72,26/09/2022 20:41:24981800,"38,3812","30,134","32,2568","19,6176","224,604675",443,65535,65535,
73,26/09/2022 20:41:25980200,"38,2836","30,134","32,2568","19,5444","223,678955",440,65535,65535,
74,26/09/2022 20:41:26994200,"38,3812","30,012","32,3544","19,5444","222,753235",437,65535,65535,
75,26/09/2022 20:41:27992600,"38,2836","30,134","32,33","19,5444","223,678955",440,65535,65535,
76,26/09/2022 20:41:28991000,"38,186","30,2072","32,4032","19,5688","219,976075",444,65535,65535,
77,26/09/2022 20:41:29973800,"38,0884","30,0364","32,5008","19,6664","224,604675",444,65535,65535,
78,26/09/2022 20:41:30972200,"37,9176","29,9632","32,5252","19,5688","226,456115",444,65535,65535,
79,26/09/2022 20:41:31986200,"37,8932","29,9632","32,5252","19,6176","223,678955",443,65535,65535,
80,26/09/2022 20:41:32984600,"37,8444","29,89","32,5252","19,6176","224,604675",444,65535,65535,
81,26/09/2022 20:41:33998600,"37,7468","29,8412","32,4764","19,5688","224,604675",444,65535,65535,
82,26/09/2022 20:41:34997000,"37,6736","30,134","32,5252","19,5688","223,678955",444,65535,65535,
83,26/09/2022 20:41:35979800,"37,6736","30,2072","32,4032","19,5444","223,678955",444,65535,65535,
84,26/09/2022 20:41:36978200,"37,6736","30,0852","32,4032","19,5688","223,678955",445,65535,65535,
85,26/09/2022 20:41:37976600,"37,6736","30,2072","32,452","19,6176","223,678955",446,65535,65535,
86,26/09/2022 20:41:38990600,"37,7224","30,0852","32,4032","19,642","221,827515",445,65535,65535,
87,26/09/2022 20:41:39989000,"37,7956","29,9632","32,33","19,4956","222,753235",441,65535,65535,
88,26/09/2022 20:41:40971800,"37,8444","30,012","32,33","19,6908","222,753235",440,65535,65535,
89,26/09/2022 20:41:41985800,"37,9176","30,134","32,33","19,6664","222,753235",439,65535,65535,
90,26/09/2022 20:41:42984200,"38,0152","30,256","32,33","19,6664","221,827515",440,65535,65535,
91,26/09/2022 20:41:43982600,"38,0152","30,3292","32,2568","19,5688","222,753235",440,65535,65535,
92,26/09/2022 20:41:44981000,"38,0396","30,1584","32,33","19,5688","222,753235",441,65535,65535,
93,26/09/2022 20:41:45979400,"38,186","30,1828","32,3544","19,5688","222,753235",443,65535,65535,
94,26/09/2022 20:41:46977800,"38,1616","30,3292","32,3544","19,642","223,678955",444,65535,65535,
95,26/09/2022 20:41:54107000,"38,43","30,622","32,2812","19,52","144,992755",440,65535,65535,
96,26/09/2022 20:41:55121000,"38,4056","29,9632","32,1836","19,52","144,992755",441,65535,65535,
97,26/09/2022 20:41:56119400,"38,43","29,9632","31,9884","19,5444","143,141315",439,65535,65535,
98,26/09/2022 20:41:57133400,"38,3812","30,134","31,9396","19,5688","140,364155",443,65535,65535,
99,26/09/2022 20:41:58116200,"38,5276","30,012","31,7932","19,5688","138,512715",445,65535,65535,
100,26/09/2022 20:41:59130200,"38,43","29,9632","31,6712","19,5444","140,364155",444,65535,65535,
101,26/09/2022 20:42:00128600,"38,4056","29,4996","31,6712","19,4956","139,438435",444,65535,65535,
102,26/09/2022 20:42:01111400,"38,4056","29,3532","31,5492","19,5688","141,289875",443,65535,65535,
103,26/09/2022 20:42:02125400,"38,4544","29,3532","31,354","19,5688","144,067035",440,65535,65535,
104,26/09/2022 20:42:03123800,"38,43","29,4752","31,4272","19,52","141,289875",443,65535,65535,
105,26/09/2022 20:42:04122200,"38,3812","29,5728","31,4028","19,5444","144,067035",444,65535,65535,
106,26/09/2022 20:42:05136200,"38,43","29,2556","31,3052","19,5444","143,141315",440,65535,65535,
107,26/09/2022 20:42:06119000,"38,4056","29,2556","31,2808","19,5444","141,289875",439,65535,65535,
108,26/09/2022 20:42:07133000,"38,43","29,4996","31,1832","19,5444","140,364155",439,65535,65535,
109,26/09/2022 20:42:08131400,"38,3812","29,3532","31,0856","19,5688","141,289875",441,65535,65535,
110,26/09/2022 20:42:09129800,"38,3812","29,2556","31,11","19,5688","139,438435",440,65535,65535,
111,26/09/2022 20:42:10128200,"38,3812","29,2556","31,0612","19,5688","139,438435",440,65535,65535,
112,26/09/2022 20:42:11126600,"38,3324","29,0848","31,0612","19,6664","139,438435",437,65535,65535,
113,26/09/2022 20:42:12125000,"38,3324","29,1092","31,0612","19,6664","138,512715",439,65535,65535,
114,26/09/2022 20:42:13139000,"38,308","29,2312","31,0612","19,6176","139,438435",440,65535,65535,
115,26/09/2022 20:42:14121800,"38,3812","29,1336","30,9636","19,5688","140,364155",443,65535,65535,
116,26/09/2022 20:42:15135800,"38,308","29,0604","30,9636","19,5688","139,438435",445,65535,65535,
117,26/09/2022 20:42:16118600,"38,308","29,0604","30,8172","19,6176","139,438435",449,65535,65535,
118,26/09/2022 20:42:17132600,"38,308","28,8408","30,8172","19,5688","140,364155",444,65535,65535,
119,26/09/2022 20:42:18131000,"38,3324","28,8408","30,8172","19,6176","140,364155",437,65535,65535,
120,26/09/2022 20:42:19129400,"38,308","28,8896","30,8172","19,6664","141,289875",435,65535,65535,
121,26/09/2022 20:42:20127800,"38,3324","28,8896","30,8416","19,5444","140,364155",437,65535,65535,
122,26/09/2022 20:42:21126200,"38,308","29,0116","30,7684","19,642","140,364155",439,65535,65535,
123,26/09/2022 20:42:22140200,"38,3324","28,9384","30,7684","19,6664","140,364155",440,65535,65535,
124,26/09/2022 20:42:23123000,"38,3812","28,8408","30,744","19,5688","140,364155",439,65535,65535,
125,26/09/2022 20:42:24121400,"38,43","28,8408","30,7196","19,5688","138,512715",440,65535,65535,
126,26/09/2022 20:42:25119800,"38,4056","28,6456","30,7684","19,5688","136,661275",443,65535,65535,
127,26/09/2022 20:42:26133800,"38,3812","28,8408","30,744","19,6176","134,809835",437,65535,65535,
128,26/09/2022 20:42:27132200,"38,4056","28,8408","30,7196","19,5688","139,438435",439,65535,65535,
129,26/09/2022 20:42:28130600,"38,43","28,8408","30,7196","19,6664","139,438435",439,65535,65535,
130,26/09/2022 20:42:29129000,"38,552","28,7432","30,7196","19,6664","139,438435",440,65535,65535,
131,26/09/2022 20:42:30127400,"38,5276","28,6456","30,744","19,6664","140,364155",440,65535,65535,
132,26/09/2022 20:42:31141400,"38,4544","28,7188","30,8172","19,6664","141,289875",443,65535,65535,
133,26/09/2022 20:42:32124200,"38,5276","29,0116","30,744","19,6664","143,141315",443,65535,65535,
134,26/09/2022 20:42:33122600,"38,552","29,0848","30,744","19,6908","140,364155",440,65535,65535,
135,26/09/2022 20:42:34121000,"38,674","29,2068","30,744","19,6664","140,364155",443,65535,65535,
136,26/09/2022 20:42:35135000,"38,6496","29,2068","30,744","19,5688","140,364155",443,65535,65535,
137,26/09/2022 20:42:36133400,"38,6252","29,3532","30,7684","19,5688","141,289875",437,65535,65535,
138,26/09/2022 20:42:37131800,"38,6496","29,0604","30,8172","19,6664","139,438435",437,65535,65535,
139,26/09/2022 20:42:38130200,"38,674","29,1824","30,7684","19,6176","141,289875",440,65535,65535,
140,26/09/2022 20:42:39128600,"38,7228","29,1092","30,7684","19,642","138,512715",440,65535,65535,
141,26/09/2022 20:42:40142600,"38,7228","28,7432","30,7684","19,6664","140,364155",440,65535,65535,
142,26/09/2022 20:42:41125400,"38,7228","29,0604","30,8172","19,6176","138,512715",443,65535,65535,
143,26/09/2022 20:42:42123800,"38,7228","29,2068","30,8172","19,642","138,512715",443,65535,65535,
144,26/09/2022 20:42:48145400,"38,6496","28,4016","30,2072","19,6664","26,500595",440,65535,65535,
145,26/09/2022 20:42:49175000,"38,6496","27,7672","29,8656","19,5688","20,946275",440,65535,65535,
146,26/09/2022 20:42:50173400,"38,5764","27,0108","29,4996","19,6176","19,094835",439,65535,65535,
147,26/09/2022 20:42:51171800,"38,6496","26,7424","28,9628","19,6908","16,317675",435,65535,65535,
148,26/09/2022 20:42:52154600,"38,6252","26,7424","28,5968","19,6908","12,614795",440,65535,65535,
149,26/09/2022 20:42:53168600,"38,6252","26,9376","28,1576","19,6664","14,466235",443,65535,65535,
150,26/09/2022 20:42:54167000,"38,5032","27,0108","27,7672","19,6176","12,614795",443,65535,65535,
151,26/09/2022 20:42:55165400,"38,6496","26,8888","27,328","19,6664","12,614795",441,65535,65535,
152,26/09/2022 20:42:56163800,"38,552","26,8888","26,9864","19,6908","12,614795",439,65535,65535,
153,26/09/2022 20:42:57162200,"38,5764","26,7668","26,6692","19,6664","10,763355",440,65535,65535,
154,26/09/2022 20:42:58160600,"38,552","26,8156","26,352","19,6664","11,689075",441,65535,65535,
155,26/09/2022 20:42:59159000,"38,552","26,9376","25,8884","19,642","15,391955",444,65535,65535,
156,26/09/2022 20:43:00157400,"38,552","26,9376","25,5468","19,6664","15,391955",445,65535,65535,
157,26/09/2022 20:43:01171400,"38,552","26,6936","25,4004","19,6664","16,317675",445,65535,65535,
158,26/09/2022 20:43:02169800,"38,552","26,3032","25,132","19,6664","14,466235",444,65535,65535,
159,26/09/2022 20:43:03168200,"38,4056","25,9372","24,8636","19,6664","15,391955",444,65535,65535,
160,26/09/2022 20:43:04166600,"38,43","25,5712","24,5952","19,7396","11,689075",441,65535,65535,
161,26/09/2022 20:43:05165000,"38,4544","24,9856","24,3756","19,6908","14,466235",448,65535,65535,
162,26/09/2022 20:43:06163400,"38,4544","24,6196","24,2048","19,6908","12,614795",443,65535,65535,
163,26/09/2022 20:43:07161800,"38,43","24,3268","24,0096","19,6664","12,614795",445,65535,65535,
164,26/09/2022 20:43:08160200,"38,43","24,034","23,8632","19,6664","12,614795",444,65535,65535,
165,26/09/2022 20:43:09158600,"38,43","23,668","23,6192","19,7396","15,391955",443,65535,65535,
166,26/09/2022 20:43:10172600,"38,3812","23,3264","23,4972","19,642","12,614795",443,65535,65535,
167,26/09/2022 20:43:11171000,"38,3812","23,1312","23,3996","19,6664","12,614795",441,65535,65535,
168,26/09/2022 20:43:12169400,"38,3812","22,814","23,2776","19,6908","12,614795",441,65535,65535,
169,26/09/2022 20:43:13167800,"38,2836","22,4724","23,1312","19,7396","14,466235",440,65535,65535,
170,26/09/2022 20:43:14166200,"38,3812","22,204","23,058","19,7396","14,466235",439,65535,65535,
171,26/09/2022 20:43:15164600,"38,4056","21,9844","22,814","19,7396","14,466235",440,65535,65535,
172,26/09/2022 20:43:16163000,"38,3812","21,8624","22,814","19,6908","15,391955",443,65535,65535,
173,26/09/2022 20:43:17161400,"38,2836","21,6184","22,7408","19,6664","16,317675",443,65535,65535,
174,26/09/2022 20:43:18159800,"38,3812","21,594","22,4968","19,6908","16,317675",444,65535,65535,
175,26/09/2022 20:43:19158200,"38,3812","21,4232","22,4724","19,6664","15,391955",441,65535,65535,
176,26/09/2022 20:43:20172200,"38,308","21,1792","22,4236","19,6176","7,986195",440,65535,65535,
177,26/09/2022 20:43:21170600,"38,2592","21,0816","22,3016","19,6664","11,689075",439,65535,65535,
178,26/09/2022 20:43:22169000,"38,3324","21,0328","22,3016","19,6664","10,763355",440,65535,65535,
179,26/09/2022 20:43:23167400,"38,2592","20,8376","22,204","19,6908","12,614795",440,65535,65535,
180,26/09/2022 20:43:24165800,"38,308","20,6912","22,1308","19,6664","12,614795",440,65535,65535,
181,26/09/2022 20:43:25179800,"38,308","20,5692","22,082","19,6664","12,614795",437,65535,65535,
182,26/09/2022 20:43:26162600,"38,3324","20,5448","21,96","19,6908","11,689075",437,65535,65535,
183,26/09/2022 20:43:27161000,"38,308","20,4716","21,8868","19,642","12,614795",437,65535,65535,
184,26/09/2022 20:43:28159400,"38,308","20,3008","21,8624","19,6908","12,614795",436,65535,65535,
185,26/09/2022 20:43:29173400,"38,308","20,252","21,7892","19,7396","12,614795",440,65535,65535,
186,26/09/2022 20:43:30171800,"38,308","20,1788","21,7892","19,7396","11,689075",436,65535,65535,
